filename,width,height,class,xmin,ymin,xmax,ymax,source,tag,prev_filename,xcen,ycen,w_yolo,h_yolo
134.jpg,320,320,person,163.0,110.0,173.0,141.0,adh,1,226.jpg,0.525,0.3921875,0.03125,0.096875
134.jpg,320,320,person,151.0,278.0,167.0,314.0,adh,1,226.jpg,0.496875,0.925,0.05,0.1125
134.jpg,320,320,person,123.0,83.0,137.0,126.0,adh,1,226.jpg,0.40625,0.3265625,0.04375,0.134375
134.jpg,320,320,person,180.0,117.0,207.0,156.0,adh,1,226.jpg,0.6046875,0.4265625,0.084375,0.121875
134.jpg,320,320,person,201.0,181.0,234.0,229.0,adh,1,226.jpg,0.6796875,0.640625,0.103125,0.15
134.jpg,320,320,person,234.0,265.0,277.0,312.0,adh,1,226.jpg,0.7984375,0.9015625,0.134375,0.146875
135.jpg,320,320,person,83.0,220.0,93.0,235.0,adh,1,228.jpg,0.275,0.7109375,0.03125,0.046875
135.jpg,320,320,person,80.0,232.0,93.0,255.0,adh,1,228.jpg,0.2703125,0.7609375,0.040625,0.071875
135.jpg,320,320,person,249.0,10.0,260.0,31.0,adh,1,228.jpg,0.7953125,0.0640625,0.034375,0.065625
135.jpg,320,320,person,254.0,30.0,262.0,52.0,adh,1,228.jpg,0.80625,0.128125,0.025,0.06875
135.jpg,320,320,person,261.0,11.0,272.0,26.0,adh,1,228.jpg,0.8328125,0.0578125,0.034375,0.046875
135.jpg,320,320,person,259.0,26.0,269.0,47.0,adh,1,228.jpg,0.825,0.1140625,0.03125,0.065625
135.jpg,320,320,person,234.0,172.0,248.0,194.0,adh,1,228.jpg,0.753125,0.571875,0.04375,0.06875
135.jpg,320,320,person,204.0,24.0,216.0,48.0,adh,1,228.jpg,0.65625,0.1125,0.0375,0.075
135.jpg,320,320,person,191.0,22.0,207.0,50.0,adh,1,228.jpg,0.621875,0.1125,0.05,0.0875
136.jpg,320,320,person,203.0,267.0,263.0,303.0,adh,1,229.jpg,0.728125,0.890625,0.1875,0.1125
136.jpg,320,320,person,43.0,243.0,96.0,297.0,adh,1,229.jpg,0.2171875,0.84375,0.165625,0.16875
136.jpg,320,320,person,242.0,185.0,283.0,240.0,adh,1,229.jpg,0.8203125,0.6640625,0.128125,0.171875
136.jpg,320,320,person,265.0,165.0,308.0,219.0,adh,1,229.jpg,0.8953125,0.6,0.134375,0.16875
136.jpg,320,320,person,0.0,57.0,50.0,112.0,adh,1,229.jpg,0.078125,0.2640625,0.15625,0.171875
136.jpg,320,320,person,0.0,0.0,60.0,57.0,adh,1,229.jpg,0.09375,0.0890625,0.1875,0.178125
137.jpg,320,320,person,127.0,37.0,147.0,73.0,adh,1,230.jpg,0.428125,0.171875,0.0625,0.1125
137.jpg,320,320,person,132.0,70.0,147.0,104.0,adh,1,230.jpg,0.4359375,0.271875,0.046875,0.10625
137.jpg,320,320,person,143.0,87.0,162.0,125.0,adh,1,230.jpg,0.4765625,0.33125,0.059375,0.11875
137.jpg,320,320,person,112.0,206.0,140.0,235.0,adh,1,230.jpg,0.39375,0.6890625,0.0875,0.090625
138.jpg,320,320,person,95.0,138.0,138.0,183.0,adh,1,232.jpg,0.3640625,0.5015625,0.134375,0.140625
138.jpg,320,320,person,51.0,128.0,99.0,180.0,adh,1,232.jpg,0.234375,0.48125,0.15,0.1625
139.jpg,320,320,person,133.0,40.0,165.0,102.0,adh,1,233.jpg,0.465625,0.221875,0.1,0.19375
140.jpg,320,320,person,133.0,190.0,172.0,277.0,adh,1,235.jpg,0.4765625,0.7296875,0.121875,0.271875
140.jpg,320,320,person,285.0,50.0,313.0,117.0,adh,1,235.jpg,0.934375,0.2609375,0.0875,0.209375
140.jpg,320,320,person,242.0,0.0,272.0,55.0,adh,1,235.jpg,0.803125,0.0859375,0.09375,0.171875
141.jpg,320,320,person,131.0,130.0,148.0,151.0,adh,1,236.jpg,0.4359375,0.4390625,0.053125,0.065625
142.jpg,320,320,person,56.0,62.0,98.0,142.0,adh,1,237.jpg,0.240625,0.31875,0.13125,0.25
142.jpg,320,320,person,284.0,159.0,320.0,220.0,adh,1,237.jpg,0.94375,0.5921875,0.1125,0.190625
143.jpg,320,320,person,263.0,256.0,289.0,307.0,adh,1,238.jpg,0.8625,0.8796875,0.08125,0.159375
144.jpg,320,320,person,16.0,144.0,43.0,168.0,adh,1,239.jpg,0.0921875,0.4875,0.084375,0.075
144.jpg,320,320,person,37.0,146.0,58.0,176.0,adh,1,239.jpg,0.1484375,0.503125,0.065625,0.09375
144.jpg,320,320,person,21.0,170.0,43.0,190.0,adh,1,239.jpg,0.1,0.5625,0.06875,0.0625
144.jpg,320,320,person,59.0,186.0,75.0,211.0,adh,1,239.jpg,0.209375,0.6203125,0.05,0.078125
144.jpg,320,320,person,63.0,166.0,73.0,185.0,adh,1,239.jpg,0.2125,0.5484375,0.03125,0.059375
144.jpg,320,320,person,77.0,169.0,86.0,188.0,adh,1,239.jpg,0.2546875,0.5578125,0.028125,0.059375
144.jpg,320,320,person,76.0,190.0,94.0,221.0,adh,1,239.jpg,0.265625,0.6421875,0.05625,0.096875
144.jpg,320,320,person,210.0,122.0,224.0,156.0,adh,1,239.jpg,0.678125,0.434375,0.04375,0.10625
145.jpg,320,320,person,235.0,280.0,264.0,320.0,adh,1,240.jpg,0.7796875,0.9375,0.090625,0.125
146.jpg,320,320,person,211.0,143.0,235.0,179.0,adh,1,243.jpg,0.696875,0.503125,0.075,0.1125
146.jpg,320,320,person,234.0,165.0,253.0,203.0,adh,1,243.jpg,0.7609375,0.575,0.059375,0.11875
146.jpg,320,320,person,242.0,232.0,262.0,273.0,adh,1,243.jpg,0.7875,0.7890625,0.0625,0.128125
146.jpg,320,320,person,70.0,238.0,102.0,272.0,adh,1,243.jpg,0.26875,0.796875,0.1,0.10625
147.jpg,320,320,person,185.0,60.0,223.0,140.0,adh,1,246.jpg,0.6375,0.3125,0.11875,0.25
147.jpg,320,320,person,178.0,180.0,211.0,239.0,adh,1,246.jpg,0.6078125,0.6546875,0.103125,0.184375
148.jpg,320,320,person,227.0,274.0,241.0,310.0,adh,1,248.jpg,0.73125,0.9125,0.04375,0.1125
149.jpg,320,320,person,154.0,133.0,166.0,157.0,adh,1,250.jpg,0.5,0.453125,0.0375,0.075
149.jpg,320,320,person,180.0,199.0,199.0,240.0,adh,1,250.jpg,0.5921875,0.6859375,0.059375,0.128125
150.jpg,320,320,person,133.0,101.0,193.0,186.0,adh,1,251.jpg,0.509375,0.4484375,0.1875,0.265625
151.jpg,320,320,person,93.0,107.0,114.0,137.0,adh,1,255.jpg,0.3234375,0.38125,0.065625,0.09375
151.jpg,320,320,person,142.0,33.0,165.0,68.0,adh,1,255.jpg,0.4796875,0.1578125,0.071875,0.109375
151.jpg,320,320,person,220.0,110.0,242.0,148.0,adh,1,255.jpg,0.721875,0.403125,0.06875,0.11875
151.jpg,320,320,person,178.0,183.0,211.0,215.0,adh,1,255.jpg,0.6078125,0.621875,0.103125,0.1
151.jpg,320,320,person,270.0,44.0,301.0,85.0,adh,1,255.jpg,0.8921875,0.2015625,0.096875,0.128125
152.jpg,320,320,person,272.0,199.0,290.0,227.0,adh,1,257.jpg,0.878125,0.665625,0.05625,0.0875
153.jpg,320,320,person,108.0,248.0,162.0,314.0,adh,1,258.jpg,0.421875,0.878125,0.16875,0.20625
154.jpg,320,320,person,89.0,127.0,106.0,146.0,adh,1,259.jpg,0.3046875,0.4265625,0.053125,0.059375
154.jpg,320,320,person,129.0,65.0,141.0,85.0,adh,1,259.jpg,0.421875,0.234375,0.0375,0.0625
154.jpg,320,320,person,133.0,48.0,145.0,70.0,adh,1,259.jpg,0.434375,0.184375,0.0375,0.06875
154.jpg,320,320,person,150.0,24.0,163.0,43.0,adh,1,259.jpg,0.4890625,0.1046875,0.040625,0.059375
154.jpg,320,320,person,145.0,127.0,161.0,146.0,adh,1,259.jpg,0.478125,0.4265625,0.05,0.059375
154.jpg,320,320,person,252.0,86.0,271.0,109.0,adh,1,259.jpg,0.8171875,0.3046875,0.059375,0.071875
154.jpg,320,320,person,221.0,136.0,237.0,162.0,adh,1,259.jpg,0.715625,0.465625,0.05,0.08125
155.jpg,320,320,person,130.0,78.0,147.0,120.0,adh,1,260.jpg,0.4328125,0.309375,0.053125,0.13125
155.jpg,320,320,person,217.0,44.0,234.0,83.0,adh,1,260.jpg,0.7046875,0.1984375,0.053125,0.121875
155.jpg,320,320,person,267.0,217.0,289.0,249.0,adh,1,260.jpg,0.86875,0.728125,0.06875,0.1
155.jpg,320,320,person,271.0,163.0,293.0,201.0,adh,1,260.jpg,0.88125,0.56875,0.06875,0.11875
156.jpg,320,320,person,140.0,3.0,172.0,39.0,adh,1,261.jpg,0.4875,0.065625,0.1,0.1125
156.jpg,320,320,person,180.0,65.0,196.0,86.0,adh,1,261.jpg,0.5875,0.2359375,0.05,0.065625
156.jpg,320,320,person,148.0,113.0,169.0,153.0,adh,1,261.jpg,0.4953125,0.415625,0.065625,0.125
156.jpg,320,320,person,220.0,118.0,238.0,159.0,adh,1,261.jpg,0.715625,0.4328125,0.05625,0.128125
156.jpg,320,320,person,240.0,194.0,266.0,228.0,adh,1,261.jpg,0.790625,0.659375,0.08125,0.10625
156.jpg,320,320,person,264.0,254.0,281.0,272.0,adh,1,261.jpg,0.8515625,0.821875,0.053125,0.05625
156.jpg,320,320,person,216.0,298.0,243.0,320.0,adh,1,261.jpg,0.7171875,0.965625,0.084375,0.06875
157.jpg,320,320,person,10.0,45.0,51.0,80.0,adh,1,262.jpg,0.0953125,0.1953125,0.128125,0.109375
157.jpg,320,320,person,30.0,101.0,62.0,142.0,adh,1,262.jpg,0.14375,0.3796875,0.1,0.128125
158.jpg,320,320,person,231.0,1.0,320.0,84.0,adh,1,263.jpg,0.8609375,0.1328125,0.278125,0.259375
158.jpg,320,320,person,195.0,188.0,300.0,292.0,adh,1,263.jpg,0.7734375,0.75,0.328125,0.325
159.jpg,320,320,person,98.0,35.0,132.0,66.0,adh,1,265.jpg,0.359375,0.1578125,0.10625,0.096875
159.jpg,320,320,person,14.0,148.0,41.0,162.0,adh,1,265.jpg,0.0859375,0.484375,0.084375,0.04375
159.jpg,320,320,person,19.0,161.0,45.0,176.0,adh,1,265.jpg,0.1,0.5265625,0.08125,0.046875
160.jpg,320,320,person,51.0,164.0,151.0,225.0,adh,1,266.jpg,0.315625,0.6078125,0.3125,0.190625
160.jpg,320,320,person,146.0,2.0,186.0,101.0,adh,1,266.jpg,0.51875,0.1609375,0.125,0.309375
160.jpg,320,320,person,190.0,1.0,249.0,82.0,adh,1,266.jpg,0.6859375,0.1296875,0.184375,0.253125
161.jpg,320,320,person,46.0,2.0,88.0,50.0,adh,1,271.jpg,0.209375,0.08125,0.13125,0.15
161.jpg,320,320,person,146.0,1.0,170.0,17.0,adh,1,271.jpg,0.49375,0.028125,0.075,0.05
161.jpg,320,320,person,184.0,1.0,206.0,41.0,adh,1,271.jpg,0.609375,0.065625,0.06875,0.125
161.jpg,320,320,person,293.0,233.0,320.0,286.0,adh,1,271.jpg,0.9578125,0.8109375,0.084375,0.165625
162.jpg,320,320,person,153.0,126.0,167.0,142.0,adh,1,272.jpg,0.5,0.41875,0.04375,0.05
162.jpg,320,320,person,195.0,155.0,210.0,167.0,adh,1,272.jpg,0.6328125,0.503125,0.046875,0.0375
162.jpg,320,320,person,137.0,279.0,150.0,296.0,adh,1,272.jpg,0.4484375,0.8984375,0.040625,0.053125
162.jpg,320,320,person,115.0,248.0,126.0,265.0,adh,1,272.jpg,0.3765625,0.8015625,0.034375,0.053125
163.jpg,320,320,person,141.0,74.0,172.0,144.0,adh,1,273.jpg,0.4890625,0.340625,0.096875,0.21875
163.jpg,320,320,person,170.0,33.0,194.0,94.0,adh,1,273.jpg,0.56875,0.1984375,0.075,0.190625
163.jpg,320,320,person,214.0,0.0,260.0,53.0,adh,1,273.jpg,0.740625,0.0828125,0.14375,0.165625
163.jpg,320,320,person,213.0,83.0,248.0,161.0,adh,1,273.jpg,0.7203125,0.38125,0.109375,0.24375
163.jpg,320,320,person,149.0,194.0,196.0,251.0,adh,1,273.jpg,0.5390625,0.6953125,0.146875,0.178125
164.jpg,320,320,person,0.0,54.0,55.0,92.0,adh,1,275.jpg,0.0859375,0.228125,0.171875,0.11875
164.jpg,320,320,person,66.0,69.0,109.0,105.0,adh,1,275.jpg,0.2734375,0.271875,0.134375,0.1125
164.jpg,320,320,person,86.0,113.0,133.0,134.0,adh,1,275.jpg,0.3421875,0.3859375,0.146875,0.065625
164.jpg,320,320,person,211.0,280.0,257.0,317.0,adh,1,275.jpg,0.73125,0.9328125,0.14375,0.115625
165.jpg,320,320,person,121.0,46.0,140.0,77.0,adh,1,276.jpg,0.4078125,0.1921875,0.059375,0.096875
165.jpg,320,320,person,163.0,197.0,177.0,214.0,adh,1,276.jpg,0.53125,0.6421875,0.04375,0.053125
165.jpg,320,320,person,150.0,222.0,164.0,240.0,adh,1,276.jpg,0.490625,0.721875,0.04375,0.05625
165.jpg,320,320,person,84.0,222.0,110.0,259.0,adh,1,276.jpg,0.303125,0.7515625,0.08125,0.115625
165.jpg,320,320,person,63.0,165.0,83.0,182.0,adh,1,276.jpg,0.228125,0.5421875,0.0625,0.053125
165.jpg,320,320,person,64.0,146.0,88.0,162.0,adh,1,276.jpg,0.2375,0.48125,0.075,0.05
165.jpg,320,320,person,112.0,112.0,132.0,132.0,adh,1,276.jpg,0.38125,0.38125,0.0625,0.0625
166.jpg,320,320,person,213.0,105.0,232.0,130.0,adh,1,277.jpg,0.6953125,0.3671875,0.059375,0.078125
166.jpg,320,320,person,237.0,128.0,249.0,155.0,adh,1,277.jpg,0.759375,0.4421875,0.0375,0.084375
166.jpg,320,320,person,214.0,195.0,226.0,216.0,adh,1,277.jpg,0.6875,0.6421875,0.0375,0.065625
166.jpg,320,320,person,188.0,161.0,198.0,174.0,adh,1,277.jpg,0.603125,0.5234375,0.03125,0.040625
166.jpg,320,320,person,177.0,239.0,191.0,263.0,adh,1,277.jpg,0.575,0.784375,0.04375,0.075
166.jpg,320,320,person,201.0,195.0,212.0,213.0,adh,1,277.jpg,0.6453125,0.6375,0.034375,0.05625
167.jpg,320,320,person,9.0,136.0,74.0,182.0,adh,1,281.jpg,0.1296875,0.496875,0.203125,0.14375
167.jpg,320,320,person,248.0,243.0,300.0,286.0,adh,1,281.jpg,0.85625,0.8265625,0.1625,0.134375
167.jpg,320,320,person,172.0,55.0,204.0,120.0,adh,1,281.jpg,0.5875,0.2734375,0.1,0.203125
167.jpg,320,320,person,252.0,43.0,283.0,92.0,adh,1,281.jpg,0.8359375,0.2109375,0.096875,0.153125
167.jpg,320,320,person,0.0,36.0,32.0,99.0,adh,1,281.jpg,0.05,0.2109375,0.1,0.196875
167.jpg,320,320,person,261.0,290.0,320.0,320.0,adh,1,281.jpg,0.9078125,0.953125,0.184375,0.09375
168.jpg,320,320,person,115.0,33.0,152.0,87.0,adh,1,283.jpg,0.4171875,0.1875,0.115625,0.16875
168.jpg,320,320,person,206.0,100.0,234.0,143.0,adh,1,283.jpg,0.6875,0.3796875,0.0875,0.134375
168.jpg,320,320,person,215.0,195.0,249.0,243.0,adh,1,283.jpg,0.725,0.684375,0.10625,0.15
169.jpg,320,320,person,37.0,114.0,57.0,132.0,adh,1,287.jpg,0.146875,0.384375,0.0625,0.05625
169.jpg,320,320,person,60.0,144.0,80.0,158.0,adh,1,287.jpg,0.21875,0.471875,0.0625,0.04375
169.jpg,320,320,person,56.0,159.0,72.0,176.0,adh,1,287.jpg,0.2,0.5234375,0.05,0.053125
169.jpg,320,320,person,100.0,214.0,119.0,237.0,adh,1,287.jpg,0.3421875,0.7046875,0.059375,0.071875
169.jpg,320,320,person,183.0,155.0,201.0,177.0,adh,1,287.jpg,0.6,0.51875,0.05625,0.06875
170.jpg,320,320,person,96.0,95.0,125.0,134.0,adh,1,288.jpg,0.3453125,0.3578125,0.090625,0.121875
170.jpg,320,320,person,94.0,192.0,127.0,207.0,adh,1,288.jpg,0.3453125,0.6234375,0.103125,0.046875
171.jpg,320,320,person,128.0,205.0,160.0,236.0,adh,1,289.jpg,0.45,0.6890625,0.1,0.096875
171.jpg,320,320,person,94.0,288.0,108.0,312.0,adh,1,289.jpg,0.315625,0.9375,0.04375,0.075
171.jpg,320,320,person,106.0,293.0,126.0,320.0,adh,1,289.jpg,0.3625,0.9578125,0.0625,0.084375
172.jpg,320,320,person,133.0,62.0,181.0,119.0,adh,1,290.jpg,0.490625,0.2828125,0.15,0.178125
172.jpg,320,320,person,240.0,53.0,269.0,110.0,adh,1,290.jpg,0.7953125,0.2546875,0.090625,0.178125
172.jpg,320,320,person,241.0,174.0,277.0,222.0,adh,1,290.jpg,0.809375,0.61875,0.1125,0.15
172.jpg,320,320,person,285.0,15.0,318.0,71.0,adh,1,290.jpg,0.9421875,0.134375,0.103125,0.175
173.jpg,320,320,person,123.0,184.0,153.0,203.0,adh,1,292.jpg,0.43125,0.6046875,0.09375,0.059375
173.jpg,320,320,person,251.0,284.0,280.0,320.0,adh,1,292.jpg,0.8296875,0.94375,0.090625,0.1125
173.jpg,320,320,person,27.0,286.0,60.0,320.0,adh,1,292.jpg,0.1359375,0.946875,0.103125,0.10625
174.jpg,320,320,person,117.0,42.0,137.0,83.0,adh,1,294.jpg,0.396875,0.1953125,0.0625,0.128125
174.jpg,320,320,person,299.0,237.0,320.0,289.0,adh,1,294.jpg,0.9671875,0.821875,0.065625,0.1625
175.jpg,320,320,person,94.0,200.0,110.0,215.0,adh,1,295.jpg,0.31875,0.6484375,0.05,0.046875
175.jpg,320,320,person,209.0,74.0,219.0,90.0,adh,1,295.jpg,0.66875,0.25625,0.03125,0.05
175.jpg,320,320,person,167.0,82.0,180.0,102.0,adh,1,295.jpg,0.5421875,0.2875,0.040625,0.0625
175.jpg,320,320,person,158.0,219.0,171.0,233.0,adh,1,295.jpg,0.5140625,0.70625,0.040625,0.04375
175.jpg,320,320,person,153.0,225.0,161.0,242.0,adh,1,295.jpg,0.490625,0.7296875,0.025,0.053125
175.jpg,320,320,person,132.0,0.0,148.0,17.0,adh,1,295.jpg,0.4375,0.0265625,0.05,0.053125
176.jpg,320,320,person,195.0,213.0,256.0,300.0,adh,1,296.jpg,0.7046875,0.8015625,0.190625,0.271875
176.jpg,320,320,person,287.0,27.0,320.0,152.0,adh,1,296.jpg,0.9484375,0.2796875,0.103125,0.390625
176.jpg,320,320,person,219.0,1.0,279.0,78.0,adh,1,296.jpg,0.778125,0.1234375,0.1875,0.240625
176.jpg,320,320,person,1.0,61.0,33.0,127.0,adh,1,296.jpg,0.053125,0.29375,0.1,0.20625
177.jpg,320,320,person,260.0,27.0,283.0,57.0,adh,1,298.jpg,0.8484375,0.13125,0.071875,0.09375
177.jpg,320,320,person,238.0,54.0,255.0,79.0,adh,1,298.jpg,0.7703125,0.2078125,0.053125,0.078125
177.jpg,320,320,person,233.0,111.0,248.0,130.0,adh,1,298.jpg,0.7515625,0.3765625,0.046875,0.059375
177.jpg,320,320,person,295.0,64.0,308.0,83.0,adh,1,298.jpg,0.9421875,0.2296875,0.040625,0.059375
177.jpg,320,320,person,289.0,99.0,306.0,116.0,adh,1,298.jpg,0.9296875,0.3359375,0.053125,0.053125
178.jpg,320,320,person,96.0,162.0,170.0,226.0,adh,1,299.jpg,0.415625,0.60625,0.23125,0.2
178.jpg,320,320,person,232.0,122.0,258.0,164.0,adh,1,299.jpg,0.765625,0.446875,0.08125,0.13125
178.jpg,320,320,person,207.0,42.0,230.0,82.0,adh,1,299.jpg,0.6828125,0.19375,0.071875,0.125
178.jpg,320,320,person,163.0,27.0,186.0,93.0,adh,1,299.jpg,0.5453125,0.1875,0.071875,0.20625
178.jpg,320,320,person,198.0,0.0,228.0,41.0,adh,1,299.jpg,0.665625,0.0640625,0.09375,0.128125
178.jpg,320,320,person,166.0,1.0,194.0,31.0,adh,1,299.jpg,0.5625,0.05,0.0875,0.09375
179.jpg,320,320,person,91.0,92.0,114.0,132.0,adh,1,301.jpg,0.3203125,0.35,0.071875,0.125
179.jpg,320,320,person,173.0,68.0,192.0,115.0,adh,1,301.jpg,0.5703125,0.2859375,0.059375,0.146875
179.jpg,320,320,person,203.0,94.0,224.0,128.0,adh,1,301.jpg,0.6671875,0.346875,0.065625,0.10625
180.jpg,320,320,person,160.0,151.0,184.0,187.0,adh,1,302.jpg,0.5375,0.528125,0.075,0.1125
180.jpg,320,320,person,174.0,263.0,194.0,293.0,adh,1,302.jpg,0.575,0.86875,0.0625,0.09375
180.jpg,320,320,person,220.0,62.0,248.0,93.0,adh,1,302.jpg,0.73125,0.2421875,0.0875,0.096875
180.jpg,320,320,person,283.0,31.0,314.0,78.0,adh,1,302.jpg,0.9328125,0.1703125,0.096875,0.146875
180.jpg,320,320,person,282.0,94.0,303.0,122.0,adh,1,302.jpg,0.9140625,0.3375,0.065625,0.0875
181.jpg,320,320,person,103.0,152.0,115.0,169.0,adh,1,303.jpg,0.340625,0.5015625,0.0375,0.053125
181.jpg,320,320,person,111.0,187.0,125.0,208.0,adh,1,303.jpg,0.36875,0.6171875,0.04375,0.065625
181.jpg,320,320,person,129.0,104.0,140.0,116.0,adh,1,303.jpg,0.4203125,0.34375,0.034375,0.0375
181.jpg,320,320,person,171.0,154.0,191.0,186.0,adh,1,303.jpg,0.565625,0.53125,0.0625,0.1
181.jpg,320,320,person,249.0,219.0,263.0,232.0,adh,1,303.jpg,0.8,0.7046875,0.04375,0.040625
181.jpg,320,320,person,252.0,231.0,261.0,246.0,adh,1,303.jpg,0.8015625,0.7453125,0.028125,0.046875
181.jpg,320,320,person,136.0,288.0,146.0,307.0,adh,1,303.jpg,0.440625,0.9296875,0.03125,0.059375
181.jpg,320,320,person,145.0,292.0,157.0,312.0,adh,1,303.jpg,0.471875,0.94375,0.0375,0.0625
182.jpg,320,320,person,66.0,0.0,160.0,119.0,adh,1,304.jpg,0.353125,0.1859375,0.29375,0.371875
183.jpg,320,320,person,77.0,183.0,108.0,208.0,adh,1,305.jpg,0.2890625,0.6109375,0.096875,0.078125
183.jpg,320,320,person,15.0,222.0,44.0,245.0,adh,1,305.jpg,0.0921875,0.7296875,0.090625,0.071875
183.jpg,320,320,person,200.0,104.0,224.0,156.0,adh,1,305.jpg,0.6625,0.40625,0.075,0.1625
183.jpg,320,320,person,238.0,26.0,260.0,70.0,adh,1,305.jpg,0.778125,0.15,0.06875,0.1375
183.jpg,320,320,person,236.0,10.0,266.0,36.0,adh,1,305.jpg,0.784375,0.071875,0.09375,0.08125
184.jpg,320,320,person,269.0,185.0,280.0,204.0,adh,1,306.jpg,0.8578125,0.6078125,0.034375,0.059375
184.jpg,320,320,person,0.0,225.0,17.0,246.0,adh,1,306.jpg,0.0265625,0.7359375,0.053125,0.065625
185.jpg,320,320,person,279.0,294.0,320.0,320.0,adh,1,309.jpg,0.9359375,0.959375,0.128125,0.08125
185.jpg,320,320,person,243.0,251.0,271.0,293.0,adh,1,309.jpg,0.803125,0.85,0.0875,0.13125
185.jpg,320,320,person,252.0,121.0,271.0,162.0,adh,1,309.jpg,0.8171875,0.4421875,0.059375,0.128125
186.jpg,320,320,person,112.0,212.0,131.0,234.0,adh,1,310.jpg,0.3796875,0.696875,0.059375,0.06875
186.jpg,320,320,person,125.0,275.0,136.0,307.0,adh,1,310.jpg,0.4078125,0.909375,0.034375,0.1
186.jpg,320,320,person,151.0,275.0,161.0,301.0,adh,1,310.jpg,0.4875,0.9,0.03125,0.08125
186.jpg,320,320,person,111.0,182.0,126.0,199.0,adh,1,310.jpg,0.3703125,0.5953125,0.046875,0.053125
187.jpg,320,320,person,77.0,191.0,83.0,207.0,adh,1,311.jpg,0.25,0.621875,0.01875,0.05
187.jpg,320,320,person,128.0,160.0,140.0,177.0,adh,1,311.jpg,0.41875,0.5265625,0.0375,0.053125
187.jpg,320,320,person,174.0,169.0,189.0,191.0,adh,1,311.jpg,0.5671875,0.5625,0.046875,0.06875
187.jpg,320,320,person,180.0,234.0,193.0,245.0,adh,1,311.jpg,0.5828125,0.7484375,0.040625,0.034375
187.jpg,320,320,person,180.0,243.0,193.0,255.0,adh,1,311.jpg,0.5828125,0.778125,0.040625,0.0375
187.jpg,320,320,person,177.0,268.0,189.0,290.0,adh,1,311.jpg,0.571875,0.871875,0.0375,0.06875
187.jpg,320,320,person,166.0,277.0,177.0,296.0,adh,1,311.jpg,0.5359375,0.8953125,0.034375,0.059375
187.jpg,320,320,person,100.0,224.0,115.0,233.0,adh,1,311.jpg,0.3359375,0.7140625,0.046875,0.028125
188.jpg,320,320,person,119.0,1.0,145.0,42.0,adh,1,313.jpg,0.4125,0.0671875,0.08125,0.128125
188.jpg,320,320,person,236.0,119.0,256.0,142.0,adh,1,313.jpg,0.76875,0.4078125,0.0625,0.071875
189.jpg,320,320,person,157.0,152.0,174.0,184.0,adh,1,316.jpg,0.5171875,0.525,0.053125,0.1
189.jpg,320,320,person,94.0,80.0,119.0,99.0,adh,1,316.jpg,0.3328125,0.2796875,0.078125,0.059375
189.jpg,320,320,person,174.0,198.0,187.0,221.0,adh,1,316.jpg,0.5640625,0.6546875,0.040625,0.071875
190.jpg,320,320,person,137.0,0.0,157.0,24.0,adh,1,318.jpg,0.459375,0.0375,0.0625,0.075
190.jpg,320,320,person,180.0,55.0,201.0,82.0,adh,1,318.jpg,0.5953125,0.2140625,0.065625,0.084375
191.jpg,320,320,person,177.0,213.0,201.0,255.0,adh,1,320.jpg,0.590625,0.73125,0.075,0.13125
191.jpg,320,320,person,221.0,200.0,240.0,234.0,adh,1,320.jpg,0.7203125,0.678125,0.059375,0.10625
192.jpg,320,320,person,217.0,12.0,266.0,88.0,adh,1,321.jpg,0.7546875,0.15625,0.153125,0.2375
192.jpg,320,320,person,218.0,103.0,275.0,148.0,adh,1,321.jpg,0.7703125,0.3921875,0.178125,0.140625
193.jpg,320,320,person,142.0,256.0,154.0,270.0,adh,1,322.jpg,0.4625,0.821875,0.0375,0.04375
193.jpg,320,320,person,127.0,153.0,136.0,164.0,adh,1,322.jpg,0.4109375,0.4953125,0.028125,0.034375
193.jpg,320,320,person,125.0,262.0,135.0,273.0,adh,1,322.jpg,0.40625,0.8359375,0.03125,0.034375
194.jpg,320,320,person,98.0,67.0,153.0,135.0,adh,1,323.jpg,0.3921875,0.315625,0.171875,0.2125
195.jpg,320,320,person,204.0,30.0,320.0,143.0,adh,1,324.jpg,0.81875,0.2703125,0.3625,0.353125
196.jpg,320,320,person,228.0,256.0,246.0,282.0,adh,1,325.jpg,0.740625,0.840625,0.05625,0.08125
196.jpg,320,320,person,226.0,283.0,246.0,301.0,adh,1,325.jpg,0.7375,0.9125,0.0625,0.05625
196.jpg,320,320,person,188.0,218.0,213.0,241.0,adh,1,325.jpg,0.6265625,0.7171875,0.078125,0.071875
196.jpg,320,320,person,165.0,228.0,184.0,264.0,adh,1,325.jpg,0.5453125,0.76875,0.059375,0.1125
197.jpg,320,320,person,151.0,211.0,181.0,240.0,adh,1,326.jpg,0.51875,0.7046875,0.09375,0.090625
198.jpg,320,320,person,295.0,231.0,320.0,296.0,adh,1,329.jpg,0.9609375,0.8234375,0.078125,0.203125
199.jpg,320,320,person,88.0,70.0,120.0,116.0,adh,1,330.jpg,0.325,0.290625,0.1,0.14375
199.jpg,320,320,person,31.0,136.0,51.0,167.0,adh,1,330.jpg,0.128125,0.4734375,0.0625,0.096875
199.jpg,320,320,person,139.0,3.0,161.0,42.0,adh,1,330.jpg,0.46875,0.0703125,0.06875,0.121875
200.jpg,320,320,person,221.0,74.0,255.0,103.0,adh,1,331.jpg,0.74375,0.2765625,0.10625,0.090625
